project_id,photo_location,image_id,filename,location,is_blank,identified_by,wi_taxon_id,class,order,family,genus,species,common_name,uncertainty,timestamp,number_of_objects,age,sex,animal_recognizable,individual_id,individual_animal_notes,behavior,highlighted,markings,cv_confidence,license,bounding_boxes,cluster_id_local
2008105,N01,96ca99d4-1731-4087-82d5-f73d7cf3c349,09050006.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/96ca99d4-1731-4087-82d5-f73d7cf3c349.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:33:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.10390000000000002,0.6485333333333333,0.3195]}""}",0
2008105,N01,10398375-f7d0-402d-b919-2f1d99988499,09050002.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/10398375-f7d0-402d-b919-2f1d99988499.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:32:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.39440000000000003,0,0.5734933333333333,0.09999999999999999]}"",""{\""detectionBox\"":[0.5596266666666666,0,0.9484266666666665,0.3030999999999999]}"",""{\""detectionBox\"":[0.11386666666666669,0,0.5805333333333335,0.1007]}""}",1
2008105,N01,b69bff22-2e7c-42fc-ab03-95533809f78b,09050013.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/b69bff22-2e7c-42fc-ab03-95533809f78b.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:37:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9499733333333334,0.2828]}""}",2
2008105,N01,28a6d1e8-5e61-44dc-a547-7d7e29c17797,09050025.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/28a6d1e8-5e61-44dc-a547-7d7e29c17797.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:39:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0,0.9471999999999998,0.2234]}""}",3
2008105,N01,95c06353-8cbf-427b-974b-be30c3df933c,09050029.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/95c06353-8cbf-427b-974b-be30c3df933c.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:40:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0,0.9485866666666666,0.1749]}""}",4
2008105,N01,718aa284-4285-4470-8301-6fa503aac36d,09050035.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/718aa284-4285-4470-8301-6fa503aac36d.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:42:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.08671,0.7124266666666668,0.26320999999999994]}""}",5
2008105,N01,03658db5-a4b8-4172-8f63-d785fdab92be,09050050.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/03658db5-a4b8-4172-8f63-d785fdab92be.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:43:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.18589999999999998,0.9485866666666666,0.4788]}""}",6
2008105,N01,1112f3ec-5c21-49b8-94b8-0dbc117df9df,09050058.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/1112f3ec-5c21-49b8-94b8-0dbc117df9df.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:44:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.23039999999999997,0.7652266666666667,0.4968]}""}",7
2008105,N01,f6fa657e-d618-4134-944c-9b4567d1ee68,09050074.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/f6fa657e-d618-4134-944c-9b4567d1ee68.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:45:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.4398,0.7472000000000001,0.8882000000000001]}""}",8
2008105,N01,8e82dad5-edd7-4003-b4fc-a516daa9a064,09050091.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/8e82dad5-edd7-4003-b4fc-a516daa9a064.JPG,0,Katherine Weiss,e6f88ed1-c305-4e94-b53d-8eec1b1d980a,Mammalia,Primates,Hominidae,Homo,sapiens,Human-Researcher,,2024-09-05 16:46:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.2718,0.6166399999999999,0.4389]}""}",9
2008105,N01,049f6c54-74cd-4b6b-ba9d-72b1956fa0f4,09060094.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/049f6c54-74cd-4b6b-ba9d-72b1956fa0f4.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-09-06 09:40:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.17498666666666665,0.589,0.9388266666666667,0.9999]}""}",10
2008105,N01,81b5886d-84d5-4c38-8b93-338486e1c173,09060101.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/81b5886d-84d5-4c38-8b93-338486e1c173.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-09-06 09:41:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.18746666666666667,0.8328,0.9485333333333335,0.9999]}""}",11
2008105,N01,273ef73a-78d0-4e07-9fd5-7aabbef073b5,09060117.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/273ef73a-78d0-4e07-9fd5-7aabbef073b5.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-09-06 09:42:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.16805333333333333,0.6484,0.9485333333333332,0.9999]}""}",12
2008105,N01,07b62d7e-52f8-4f40-abac-7f0a01c36e29,09060135.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/07b62d7e-52f8-4f40-abac-7f0a01c36e29.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-09-06 09:43:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.06484000000000001,0.9485866666666668,0.5616399999999999]}""}",13
2008105,N01,7ee21779-b28c-40c4-b938-4b2b7932f01b,09060152.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/7ee21779-b28c-40c4-b938-4b2b7932f01b.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-09-06 09:44:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.043050666666666654,0.3148,0.9457706666666668,0.7827]}""}",14
2008105,N01,00b58f8e-c6ef-49ac-b646-64922cb9e41d,09060168.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/00b58f8e-c6ef-49ac-b646-64922cb9e41d.JPG,0,Katherine Weiss,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,Mammalia,Cetartiodactyla,Cervidae,Odocoileus,virginianus,White-tailed Deer,,2024-09-06 09:45:00,1,adult,male,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.015274666666666664,0.5053999999999998,0.9486079999999998,0.9998999999999998]}""}",15
2008105,N01,4a3de151-2603-495a-bc7c-322e2489658c,09060177.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/4a3de151-2603-495a-bc7c-322e2489658c.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-09-06 14:32:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.001386666666666672,0.06406,0.7151999999999998,0.26716000000000006]}""}",16
2008105,N01,a8e89ab2-22d8-48e8-9858-a4902fa69b84,09060175.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/a8e89ab2-22d8-48e8-9858-a4902fa69b84.JPG,0,Katherine Weiss,86f5b978-4f30-40cc-bd08-be9e3fba27a0,Mammalia,Rodentia,Sciuridae,Sciurus,carolinensis,Eastern Gray Squirrel,,2024-09-06 11:04:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0.4777066666666667,0.1429,0.5998400000000002,0.19835999999999998]}""}",17
2008105,N01,b63fba7c-e0e0-4a63-828b-aef8d97b748c,09060185.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/b63fba7c-e0e0-4a63-828b-aef8d97b748c.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-09-06 19:36:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.09921,0.62912,0.33661]}""}",18
2008105,N01,4b9001e6-0e94-4bb2-b160-425635e55cdd,09060194.JPG,gs://145625598251_2008105_438_fern_tor__main/deployment/2322482/prod/directUpload/4b9001e6-0e94-4bb2-b160-425635e55cdd.JPG,0,Katherine Weiss,990ae9dd-7a59-4344-afcb-1b7b21368000,Mammalia,Primates,Hominidae,Homo,sapiens,Human,,2024-09-06 20:07:00,1,,,,,,,False,,,CC-BY-NC,"{""{\""detectionBox\"":[0,0.43200000000000005,0.6180266666666667,0.6234]}""}",19
